,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,id
18549,M,N,N,2,202500.0,Working,Lower secondary,Married,House / apartment,-13593,-2546,1,0,0,Laborers,4.0,-57.0,3803
18550,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-17635,-5642,0,1,0,Managers,2.0,-5.0,7581
18551,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18799,-1466,1,0,0,Cleaning staff,1.0,-9.0,2173
18552,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23255,365243,0,0,0,NaN,2.0,-2.0,5163
18553,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9187,-308,0,0,0,Core staff,1.0,-22.0,3590
18554,F,Y,Y,0,135000.0,Pensioner,Higher education,Separated,House / apartment,-21844,365243,0,0,0,NaN,1.0,-15.0,3134
18555,F,N,Y,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-14010,-3050,0,1,1,Private service staff,1.0,-13.0,613
18556,F,Y,Y,0,450000.0,State servant,Higher education,Married,House / apartment,-19737,-5359,0,0,0,NaN,2.0,-35.0,947
18557,M,N,N,3,121500.0,Working,Secondary / secondary special,Married,House / apartment,-13745,-212,0,0,0,Laborers,5.0,0.0,3071
18558,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11101,-96,1,0,0,Security staff,3.0,0.0,899
18559,F,N,Y,0,94500.0,State servant,Higher education,Separated,House / apartment,-18465,-1930,1,0,0,Laborers,1.0,-45.0,7248
18560,F,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,With parents,-11978,-2780,0,1,0,Sales staff,2.0,-25.0,1818
18561,M,Y,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-23211,365243,0,0,0,NaN,2.0,-50.0,558
18562,F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-16242,-1540,0,0,0,Core staff,2.0,-14.0,7582
18563,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-11919,-1787,0,1,0,Accountants,2.0,-10.0,5551
18564,F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,-9662,-796,1,1,0,Core staff,4.0,0.0,3169
18565,M,Y,Y,0,222750.0,Working,Higher education,Married,House / apartment,-16944,-1324,0,0,0,Drivers,2.0,-24.0,1550
18566,F,Y,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-14639,-679,0,0,0,Accountants,2.0,-46.0,6249
18567,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,0,1,0,Sales staff,1.0,-33.0,226
18568,M,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12123,-551,0,0,0,Laborers,4.0,-17.0,7583
18569,M,Y,Y,0,540000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15238,-2410,0,1,0,NaN,1.0,-13.0,7584
18570,F,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,-11210,-1724,1,0,0,Accountants,2.0,-60.0,7585
18571,F,N,N,0,360000.0,Working,Higher education,Married,House / apartment,-17095,-6275,0,1,0,Core staff,2.0,-14.0,7586
18572,F,Y,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20668,-2844,0,0,0,NaN,2.0,-3.0,7587
18573,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16757,-3508,0,0,0,Core staff,2.0,-21.0,4336
18574,F,N,Y,0,180000.0,Working,Incomplete higher,Single / not married,House / apartment,-15800,-5939,0,0,0,Sales staff,1.0,-53.0,7588
18575,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,Rented apartment,-11768,-1324,0,1,0,Laborers,3.0,-13.0,7589
18576,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-24449,-3056,0,1,0,Medicine staff,2.0,-47.0,3386
18577,F,Y,N,1,90000.0,Working,Higher education,Married,House / apartment,-11865,-3895,0,1,0,Core staff,3.0,-25.0,2897
18578,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-20577,-13010,1,0,0,Core staff,1.0,-54.0,7590
18579,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21833,365243,0,0,0,NaN,2.0,-42.0,2896
18580,F,Y,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-12522,-613,1,0,0,Laborers,1.0,-10.0,2095
18581,M,Y,Y,0,315000.0,Working,Incomplete higher,Married,House / apartment,-10655,-1444,0,0,0,Managers,2.0,-23.0,5692
18582,F,Y,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-12013,-3973,1,0,0,Accountants,2.0,-23.0,5013
18583,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-12924,-2058,0,1,0,Sales staff,2.0,-48.0,1108
18584,M,N,Y,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-12313,-1098,0,0,0,Laborers,3.0,0.0,1467
18585,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11729,-652,0,0,0,Laborers,3.0,-4.0,7591
18586,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22921,365243,0,0,0,NaN,2.0,-9.0,1957
18587,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22448,365243,0,0,0,NaN,2.0,-19.0,1112
18588,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21042,365243,0,1,0,NaN,2.0,-21.0,4906
18589,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23864,365243,0,0,0,NaN,2.0,-14.0,2728
18590,M,Y,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16536,-655,0,0,0,Drivers,4.0,-19.0,3692
18591,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10227,-3365,1,1,0,Sales staff,1.0,-55.0,6677
18592,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,-13727,-5215,0,0,0,Managers,4.0,-17.0,5382
18593,F,Y,Y,0,153000.0,Working,Secondary / secondary special,Married,House / apartment,-19503,-10147,0,0,1,High skill tech staff,2.0,-38.0,5930
18594,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16569,-517,0,0,0,Laborers,2.0,-35.0,3635
18595,M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16084,-1382,0,0,0,Laborers,4.0,-16.0,2452
18596,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15171,-1508,0,0,0,Drivers,3.0,-40.0,2775
18597,M,N,N,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14243,-3535,0,0,0,Laborers,5.0,-42.0,466
18598,F,N,N,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,0,1,0,NaN,2.0,-11.0,3150
18599,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9278,-1113,0,0,0,NaN,1.0,-17.0,4133
18600,M,Y,N,0,112500.0,Pensioner,Higher education,Married,House / apartment,-16804,365243,0,0,0,NaN,2.0,-18.0,2527
18601,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,-12563,-3715,0,0,1,Accountants,2.0,-13.0,1373
18602,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-21757,-2705,0,0,0,Drivers,2.0,-3.0,3123
18603,F,N,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-11032,-314,1,0,0,Accountants,3.0,-18.0,5635
18604,F,N,Y,0,382500.0,Working,Secondary / secondary special,Married,House / apartment,-17432,-1710,0,0,0,Secretaries,2.0,-23.0,4700
18605,F,N,Y,0,130500.0,State servant,Secondary / secondary special,Married,House / apartment,-12676,-3455,0,0,0,Core staff,2.0,-29.0,1646
18606,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-15569,-1639,1,0,0,Core staff,2.0,-8.0,1606
18607,M,Y,Y,0,202500.0,Working,Higher education,Separated,House / apartment,-10763,-302,0,0,0,Sales staff,1.0,0.0,5837
18608,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15342,-5788,0,0,0,Low-skill Laborers,2.0,-22.0,560
18609,F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,-12723,-1132,1,1,0,Sales staff,3.0,-1.0,7592
18610,M,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8718,-756,0,0,0,Laborers,1.0,-2.0,1927
18611,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12070,-249,1,0,0,NaN,4.0,-46.0,6736
18612,F,Y,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-19284,-2604,1,1,0,Core staff,2.0,-37.0,6567
18613,F,Y,N,1,171000.0,Commercial associate,Higher education,Married,House / apartment,-11082,-1976,1,0,0,Accountants,3.0,-42.0,4642
18614,M,N,N,1,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-10940,-2483,1,0,0,Laborers,3.0,-20.0,1350
18615,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24302,365243,0,0,0,NaN,1.0,-2.0,5031
18616,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16989,-3444,0,0,0,NaN,2.0,-9.0,6003
18617,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16587,-1050,0,1,0,NaN,2.0,-59.0,3206
18618,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,Rented apartment,-15428,-1723,0,0,0,Accountants,3.0,-55.0,7593
18619,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15702,-2415,0,0,0,Drivers,2.0,-22.0,850
18620,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,0,1,0,Cleaning staff,2.0,-30.0,1588
18621,M,N,N,0,265500.0,Working,Higher education,Single / not married,House / apartment,-21950,-3111,0,0,0,Laborers,1.0,-58.0,6765
18622,F,N,N,0,81000.0,Pensioner,Higher education,Single / not married,House / apartment,-23291,365243,0,1,0,NaN,1.0,-30.0,961
18623,F,Y,Y,0,202500.0,State servant,Higher education,Single / not married,House / apartment,-22101,-15038,0,1,0,NaN,1.0,-45.0,1850
18624,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22504,365243,0,1,0,NaN,1.0,-43.0,4698
18625,F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14060,-261,0,0,0,Medicine staff,3.0,-37.0,2387
18626,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9955,-2036,0,0,0,NaN,2.0,-35.0,1485
18627,M,Y,Y,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15960,-3574,0,0,0,High skill tech staff,1.0,-51.0,3154
18628,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15688,-731,0,0,0,Drivers,2.0,-2.0,7594
18629,M,N,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-12993,-249,1,1,0,Core staff,2.0,-8.0,7595
18630,M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,0,0,0,Sales staff,1.0,-9.0,1517
18631,M,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9042,-1000,0,0,0,Laborers,4.0,-8.0,7596
18632,F,N,N,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,-14622,-1160,1,1,0,Core staff,4.0,-8.0,1147
18633,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19967,365243,0,0,0,NaN,2.0,-51.0,6507
18634,F,N,Y,0,117000.0,Pensioner,Higher education,Single / not married,House / apartment,-22727,365243,0,0,0,NaN,1.0,-4.0,2732
18635,M,N,N,1,360000.0,Working,Higher education,Married,House / apartment,-11112,-469,1,1,0,Managers,3.0,-51.0,5316
18636,F,N,Y,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10806,-720,0,0,0,Managers,4.0,-55.0,4352
18637,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24306,365243,0,1,0,NaN,2.0,-34.0,5519
18638,F,N,N,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11431,-306,0,0,0,Core staff,1.0,-12.0,2962
18639,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19802,-4532,0,0,0,Laborers,2.0,-41.0,2919
18640,M,Y,Y,0,382500.0,Working,Higher education,Separated,House / apartment,-14806,-710,1,1,0,Managers,1.0,-23.0,2871
18641,F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11206,-2514,0,0,1,Core staff,3.0,-3.0,4746
18642,F,N,Y,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17644,-7840,0,0,0,Laborers,2.0,-58.0,1266
18643,F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,-12454,-4030,1,1,0,Sales staff,3.0,-24.0,3292
18644,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,0,0,0,NaN,1.0,-4.0,3830
18645,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,-19410,-5545,1,0,0,Managers,3.0,-31.0,3939
18646,M,Y,N,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-19378,-858,1,1,0,Laborers,2.0,-32.0,514
18647,M,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-21258,-2057,1,1,0,High skill tech staff,2.0,-7.0,3528
18648,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20283,-3447,0,0,0,Drivers,1.0,-15.0,5246
18649,F,N,N,2,225000.0,Working,Secondary / secondary special,Married,With parents,-12244,-2361,0,0,0,Sales staff,4.0,-13.0,551
18650,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14488,-1630,0,1,0,Laborers,3.0,-5.0,34
18651,F,N,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20693,-8036,0,0,0,Core staff,2.0,-6.0,4855
18652,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,-11855,-4583,0,0,0,Laborers,2.0,-19.0,1548
18653,M,N,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18143,-10437,1,0,0,Laborers,2.0,-14.0,2219
18654,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20463,-185,0,0,0,Security staff,2.0,-29.0,7597
18655,F,N,Y,2,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-11468,-4448,0,0,0,Laborers,4.0,-43.0,2196
18656,F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House / apartment,-13283,-1324,0,0,0,Accountants,4.0,-26.0,5530
18657,F,N,N,0,85500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-24082,365243,0,1,0,NaN,1.0,-55.0,4603
18658,M,N,Y,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16055,-3664,0,1,0,Laborers,3.0,-11.0,3897
18659,F,Y,Y,0,90000.0,Working,Higher education,Married,House / apartment,-11351,-1172,1,0,0,Laborers,2.0,-35.0,4325
18660,M,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-15156,-1696,1,0,0,Core staff,3.0,-13.0,7598
18661,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15839,-1525,1,1,0,Sales staff,2.0,-2.0,1509
18662,F,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16608,-5573,0,1,0,NaN,2.0,-27.0,7525
18663,M,Y,Y,0,135000.0,Working,Academic degree,Married,House / apartment,-22541,-195,0,1,0,NaN,2.0,-39.0,721
18664,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23272,365243,0,1,0,NaN,2.0,-27.0,1323
18665,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,0,0,0,Core staff,1.0,-38.0,57
18666,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-17750,-10746,0,0,0,NaN,2.0,-11.0,7599
18667,F,N,N,1,144000.0,Commercial associate,Higher education,Married,House / apartment,-12753,-1315,1,1,0,NaN,3.0,-15.0,2927
18668,F,N,Y,0,198000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20514,365243,0,0,0,NaN,1.0,-10.0,5636
18669,F,Y,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-19433,-3892,0,0,0,Sales staff,2.0,-25.0,7600
18670,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22034,365243,0,0,0,NaN,1.0,-36.0,6174
18671,F,Y,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21124,365243,0,0,0,NaN,2.0,-54.0,5786
18672,F,Y,Y,0,180000.0,Working,Higher education,Married,House / apartment,-15554,-2416,0,1,0,Drivers,2.0,-33.0,2066
18673,M,Y,N,0,115290.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,0,1,1,NaN,2.0,-20.0,2103
18674,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18037,-7953,0,0,0,NaN,2.0,-18.0,7601
18675,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,-19852,-200,0,1,0,Sales staff,2.0,-9.0,2566
18676,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-11067,-2208,1,0,1,Managers,2.0,-7.0,4633
18677,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12325,-187,0,0,0,Core staff,2.0,-15.0,1099
18678,F,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9766,-303,1,0,1,NaN,1.0,-14.0,985
18679,M,N,N,0,225000.0,Commercial associate,Higher education,Single / not married,Municipal apartment,-20788,-5300,0,0,0,Managers,1.0,-23.0,7602
18680,M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,-11723,-1830,1,0,1,NaN,2.0,-18.0,6717
18681,M,N,N,0,225000.0,Working,Higher education,Separated,House / apartment,-15734,-2996,1,1,0,Laborers,1.0,-18.0,1440
18682,M,Y,Y,0,90000.0,Working,Incomplete higher,Married,House / apartment,-18992,-3243,0,1,0,Drivers,2.0,-2.0,1561
18683,F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-8717,-1857,1,0,0,Core staff,4.0,-12.0,7603
18684,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18217,-216,0,0,0,Security staff,2.0,-25.0,7604
18685,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18549,-1160,1,0,0,NaN,2.0,-19.0,2707
18686,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15407,-1801,0,0,0,Waiters/barmen staff,2.0,-34.0,2374
18687,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21155,365243,0,0,0,NaN,2.0,-1.0,7429
18688,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17075,-2942,0,0,0,Laborers,2.0,-52.0,2415
18689,M,N,Y,1,202500.0,Working,Higher education,Married,House / apartment,-11836,-2755,0,0,0,NaN,3.0,-7.0,3189
18690,M,Y,N,0,225000.0,Working,Higher education,Civil marriage,Rented apartment,-14555,-1226,1,0,0,Managers,2.0,-56.0,4846
18691,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16891,-3332,1,1,0,Drivers,2.0,-38.0,5254
18692,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21943,365243,0,0,0,NaN,1.0,-30.0,390
18693,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20989,365243,0,1,0,NaN,2.0,-5.0,417
18694,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21042,365243,0,1,0,NaN,2.0,-10.0,4906
18695,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17427,365243,0,0,0,NaN,2.0,-8.0,804
